index,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Trend,14 day SMA,upper band,lower band
159,NCC,EQ,134.65,134.65,135.2,131.0,132.15,132.05,132.9,3335959,443336022.2,11619,651153,19.52,Negative,125.36428571428573,137.0419717713919,113.68659965717956
160,NCC,EQ,132.05,132.1,135.95,131.4,133.7,133.7,133.77,7722733,1033080595.2,21430,2922578,37.84,Positive,126.14642857142859,138.51614744676786,113.7767096960893
161,NCC,EQ,133.7,134.25,135.0,131.5,133.7,133.75,133.49,3131796,418050809.55,13337,569827,18.19,Slight or No change,126.76785714285715,139.75883668446713,113.77687760124716
162,NCC,EQ,133.75,134.95,135.7,130.3,131.35,131.35,133.38,4165441,555589996.35,25082,1113660,26.74,Negative,127.36785714285715,140.37516911863233,114.36054516708197
163,NCC,EQ,131.35,132.5,132.8,127.35,131.0,130.45,129.88,6305351,818941927.65,23482,2881852,45.7,Slight negative,128.06785714285715,140.56250874589506,115.57320553981924
164,NCC,EQ,130.45,131.0,132.45,128.85,130.0,130.05,130.78,4593780,600757781.15,25238,1387366,30.2,Slight or No change,128.87142857142857,140.19021583221425,117.5526413106429
165,NCC,EQ,130.05,130.9,133.15,129.5,132.6,132.65,131.18,4960251,650697586.15,27955,2300166,46.37,Positive,129.84285714285716,139.78080749204062,119.90490679367369
166,NCC,EQ,132.65,132.6,134.2,130.8,132.2,132.05,132.28,4058801,536901027.15,18366,1534312,37.8,Slight or No change,130.73928571428573,138.73208810830678,122.74648332026467
167,NCC,EQ,132.05,132.0,135.9,131.1,134.0,134.1,133.98,4263815,571278124.95,24084,1247003,29.25,Positive,131.725,137.16951029089586,126.28048970910413
168,NCC,EQ,134.1,133.6,141.0,132.6,140.85,140.05,138.61,19097490,2647164398.85,69231,5276868,27.63,Among top gainers,132.8607142857143,138.129078295598,127.59235027583061
169,NCC,EQ,140.05,141.3,141.4,137.15,137.7,137.9,139.21,7771127,1081781853.7,28219,1830669,23.56,Negative,133.48928571428573,138.92211732778503,128.05645410078642
170,NCC,EQ,137.9,137.5,137.85,135.6,137.15,136.7,136.85,3557070,486789702.45,13990,805930,22.66,Slight negative,133.70714285714286,139.40584137830913,128.00844433597658
171,NCC,EQ,136.7,137.25,140.0,133.5,136.7,136.75,137.4,4763723,654536532.0,19879,919118,19.29,Slight or No change,134.0142857142857,139.88211568552776,128.14645574304365
172,NCC,EQ,136.75,136.75,137.75,132.9,133.75,133.75,135.17,3403406,460053637.4,13098,1518136,44.61,Negative,133.95,139.8075395202036,128.0924604797964
173,NCC,EQ,133.75,133.95,134.85,125.1,127.1,126.95,129.29,7242526,936375782.2,27168,2190103,30.24,Among top losers,133.5857142857143,140.4926148007972,126.67881377063136
174,NCC,EQ,126.95,126.95,130.3,121.3,129.2,129.75,126.02,5419049,682927908.35,28095,1315220,24.27,Positive,133.30357142857142,140.50671863450216,126.10042422264068
175,NCC,EQ,129.75,130.4,130.8,121.1,122.95,123.25,125.94,6826395,859723577.9,27102,3054683,44.75,Among top losers,132.55357142857142,141.5257904565317,123.58135240061112
176,NCC,EQ,123.25,123.25,127.4,121.2,127.1,126.7,124.55,6478859,806964087.45,25399,2472910,38.17,Positive,132.2214285714286,141.71472290809675,122.72813423476042
177,NCC,EQ,126.7,126.2,128.95,124.0,126.7,126.9,126.39,4155141,525149321.5,19576,813372,19.58,Slight or No change,131.96785714285716,141.84678632360445,122.08892796210986
178,NCC,EQ,126.9,126.6,128.75,126.1,126.75,126.7,127.4,3116095,396978409.25,14650,690061,22.15,Slight or No change,131.72857142857146,141.9634825954251,121.49366026171782
179,NCC,EQ,126.7,127.65,129.2,124.2,125.65,126.2,126.41,4804939,607382305.1,14933,1507287,31.37,Slight or No change,131.26785714285717,141.89717850066037,120.63853578505396
180,NCC,EQ,126.2,126.8,132.45,126.15,127.6,127.9,130.46,12286533,1602941281.95,38637,3947129,32.13,Positive,130.9714285714286,141.73738019149883,120.20547695135835
181,NCC,EQ,127.9,128.1,129.65,126.1,126.9,127.05,127.63,3217280,410626656.95,13800,1000864,31.11,Slight negative,130.46785714285718,141.2629135002006,119.67280078551376
182,NCC,EQ,127.05,124.4,127.0,124.4,124.95,125.15,125.75,2474708,311202611.6,9944,921432,37.23,Negative,129.40357142857147,139.00064344084532,119.8064994162976
183,NCC,EQ,125.15,125.9,126.85,120.9,122.6,122.5,123.58,4443696,549169151.0,22357,1364429,30.7,Negative,128.30357142857147,137.21108461737845,119.39605823976449
184,NCC,EQ,122.5,123.85,128.3,118.7,125.2,124.9,124.63,6628514,826123200.95,29584,1107473,16.71,Positive,127.46071428571432,135.08670008039286,119.83472849103579
185,NCC,EQ,124.9,123.35,123.35,113.2,115.2,114.95,117.93,6334433,747015823.95,30553,1605698,25.35,Bear drop,125.90357142857147,134.2293852521058,117.57775760503714
186,NCC,EQ,114.95,111.7,114.5,108.5,113.1,112.5,111.7,6588853,735948529.55,26744,1472406,22.35,Negative,124.38571428571433,134.16987955976145,114.6015490116672
187,NCC,EQ,112.5,104.5,113.5,101.5,110.55,110.5,107.56,9827590,1057035993.55,33141,2491917,25.36,Negative,123.21071428571432,135.33863366916208,111.08279490226654
188,NCC,EQ,110.5,113.0,115.5,108.75,109.5,110.3,112.15,4187308,469618642.2,20439,1145559,27.36,Slight or No change,121.8214285714286,135.12190365176377,108.52095349109341
189,NCC,EQ,110.3,111.0,115.4,110.5,113.65,113.9,113.46,5699172,646640083.05,21491,1719543,30.17,Among top gainers,121.15357142857147,135.06977472852705,107.2373681286159
190,NCC,EQ,113.9,110.0,115.3,108.45,114.4,114.25,113.28,3899571,441755305.6,16674,1367752,35.07,Slight or No change,120.26428571428575,134.2447351717584,106.2838362568131
191,NCC,EQ,114.25,115.85,120.0,114.15,119.0,118.55,117.35,4742526,556557586.45,23193,1298685,27.38,Among top gainers,119.66785714285717,133.13174657649776,106.20396770921658
192,NCC,EQ,118.55,119.75,130.4,117.15,124.95,126.15,126.21,28655556,3616609102.15,92457,6056129,21.13,Among top gainers,119.62857142857146,133.0070107008714,106.25013215627152
193,NCC,EQ,126.15,128.35,129.6,121.9,124.0,123.4,126.32,11603911,1465799617.6,53796,2518320,21.7,Negative,119.42857142857146,132.46312398857677,106.39401886856616
194,NCC,EQ,123.4,124.5,127.95,123.2,125.6,125.1,125.48,9234393,1158759996.6,41724,1670144,18.09,Positive,119.22857142857144,131.7801704248196,106.6769724323233
195,NCC,EQ,125.1,125.1,127.9,121.5,124.65,124.5,124.73,8359798,1042689440.85,33858,1186370,14.19,Slight or No change,119.04642857142859,131.1760150496169,106.91684209324029
196,NCC,EQ,124.5,125.35,126.15,123.0,124.2,123.85,124.6,3775130,470365098.75,18550,544863,14.43,Slight negative,118.95357142857144,130.9004064961468,107.00673636099607
197,NCC,EQ,123.85,124.5,125.8,122.9,123.6,123.7,124.04,3562040,441851351.15,13723,898423,25.22,Slight or No change,119.03928571428573,131.11228028076252,106.96629114780895
198,NCC,EQ,123.7,123.0,124.35,122.35,123.6,122.8,123.26,2904321,357985501.85,11009,681200,23.45,Slight negative,118.88928571428572,130.69789916584438,107.08067226272708
199,NCC,EQ,122.8,123.8,126.7,122.85,125.75,125.3,125.34,5497936,689105563.5,25869,1902989,34.61,Positive,119.62857142857142,131.66848672891888,107.58865612822397
200,NCC,EQ,125.3,126.8,127.2,125.25,126.15,126.05,126.33,2758131,348425254.1,11345,610759,22.14,Slight positive,120.59642857142856,132.34275135351993,108.85010578933719
201,NCC,EQ,126.05,127.2,131.2,126.65,130.85,130.35,129.66,11885722,1541082341.8,60655,3644312,30.66,Among top gainers,122.0142857142857,133.2935675088938,110.73500391967761
202,NCC,EQ,130.35,130.4,133.3,129.05,131.6,131.7,131.89,9352932,1233574567.5,52224,2089908,22.34,Positive,123.54285714285713,133.7310748584225,113.35463942729177
203,NCC,EQ,131.7,131.7,133.35,130.1,130.4,130.65,131.92,6066623,800296555.0,24036,900191,14.84,Slight negative,124.73928571428571,133.93520274902835,115.54336867954308
204,NCC,EQ,130.65,130.0,130.5,124.6,126.65,126.9,126.85,5457368,692260940.7,21297,1542298,28.26,Negative,125.64285714285714,132.6164178868766,118.66929639883769
205,NCC,EQ,126.9,127.8,128.65,120.8,121.15,122.4,125.31,3540126,443600348.5,13648,876848,24.77,Among top losers,125.91785714285716,131.92293283479592,119.9127814509184
206,NCC,EQ,122.4,121.75,122.4,116.35,118.8,118.85,119.9,7390070,886055775.25,24913,1784052,24.14,Negative,125.39642857142857,132.48471406291173,118.3081430799454
207,NCC,EQ,118.85,120.0,121.15,116.8,119.95,120.3,119.23,5719649,681928703.4,41106,1902879,33.27,Positive,125.17499999999998,132.71144988857858,117.63855011142137
208,NCC,EQ,120.3,120.95,121.75,117.55,117.75,118.1,119.68,4022449,481410375.4,17956,642876,15.98,Negative,124.67499999999998,133.10833586702992,116.24166413297004
209,NCC,EQ,118.1,119.9,124.0,118.6,123.8,123.15,121.25,6509117,789229321.85,26741,1790875,27.51,Among top gainers,124.57857142857142,133.05130727640903,116.10583558073381
210,NCC,EQ,123.15,124.0,126.05,123.3,125.0,125.1,124.73,5778600,720791601.15,24095,1482287,25.65,Positive,124.66785714285713,133.13386220771633,116.20185207799794
211,NCC,EQ,125.1,124.7,126.25,123.9,126.1,125.75,125.26,2702430,338499648.65,11625,431952,15.98,Slight positive,124.8142857142857,133.27909327458775,116.34947815398365
212,NCC,EQ,125.75,125.85,127.95,125.55,126.3,126.35,126.98,3775071,479355422.6,19243,847693,22.46,Slight or No change,125.06785714285714,133.48529391174478,116.6504203739695
213,NCC,EQ,126.35,126.4,126.75,121.9,122.8,122.45,123.98,3033412,376085883.9,11854,1061032,34.98,Among top losers,124.86428571428571,133.39463231842748,116.33393911014396
214,NCC,EQ,122.45,122.8,123.25,118.2,119.0,119.15,120.33,2942957,354130833.35,13686,588151,19.99,Negative,124.37142857142858,133.39001743304794,115.35283970980922
215,NCC,EQ,119.15,118.1,121.6,118.05,121.25,121.0,120.41,2974881,358218926.9,15208,660074,22.19,Positive,123.70357142857144,132.18372602492175,115.2234168322211
216,NCC,EQ,121.0,121.4,123.7,120.35,121.1,121.3,122.18,2177744,266072297.0,11753,373302,17.14,Slight or No change,122.96071428571429,130.1467240452203,115.77470452620825
217,NCC,EQ,121.3,121.3,122.5,118.5,118.6,119.0,120.34,2593001,312033978.65,10009,626049,24.14,Negative,122.12857142857142,128.0691378721279,116.18800498501494
218,NCC,EQ,119.0,116.0,117.65,113.6,114.75,115.1,115.62,4871615,563259798.8,31783,1782374,36.59,Among top losers,121.28571428571426,127.64380163375017,114.92762693767835
219,NCC,EQ,115.1,114.95,118.85,114.75,118.7,118.35,117.02,2731552,319652546.9,10144,941980,34.49,Positive,120.99642857142854,127.50292996922597,114.4899271736311
220,NCC,EQ,118.35,119.6,122.4,119.2,122.25,122.0,121.13,4320608,523374333.6,22106,1623634,37.58,Among top gainers,121.22142857142855,127.62523925013937,114.81761789271772
221,NCC,EQ,122.0,120.95,121.3,116.65,117.6,117.55,118.59,3541468,419980718.15,12790,1343656,37.94,Among top losers,121.02499999999998,127.71296278053529,114.33703721946466
222,NCC,EQ,117.55,118.45,120.25,117.25,119.95,119.75,119.07,2490989,296592763.8,12898,750921,30.15,Positive,121.14285714285712,127.66487395490866,114.62084033080559
223,NCC,EQ,119.75,119.45,127.9,119.1,127.5,127.3,124.71,5853000,729956112.75,22437,1963384,33.54,Among top gainers,121.43928571428569,128.69072361640767,114.18784781216371
224,NCC,EQ,127.3,128.0,129.3,124.15,125.5,125.65,127.32,7089464,902631259.8,29515,1719087,24.25,Negative,121.47857142857141,128.8208320619711,114.13631079517174
225,NCC,EQ,125.65,128.0,131.0,127.5,129.75,129.5,129.61,5276514,683885901.6,20808,1433273,27.16,Among top gainers,121.74642857142855,129.97951980186994,113.51333734098718
226,NCC,EQ,129.5,129.6,131.05,128.15,130.25,130.55,129.68,3063900,397317769.2,13044,496655,16.21,Slight positive,122.04642857142856,131.25089774391387,112.84195939894326
227,NCC,EQ,130.55,130.6,131.8,129.2,129.95,129.75,130.48,2774204,361967307.35,10545,769435,27.74,Slight negative,122.56785714285714,132.65551961073908,112.48019467497521
228,NCC,EQ,129.75,130.8,133.1,130.15,131.25,131.55,131.63,4034670,531080509.1,14386,1427315,35.38,Positive,123.45357142857141,134.39027493175112,112.5168679253917
229,NCC,EQ,131.55,131.95,131.95,127.1,127.5,127.8,129.24,3213690,415351690.6,13049,745482,23.2,Negative,123.93928571428569,135.00977167203112,112.86879975654024
230,NCC,EQ,127.8,128.0,128.45,126.4,127.85,127.8,127.61,2414781,308139624.05,9644,507247,21.01,Slight or No change,124.4035714285714,135.5422403371495,113.26490251999329
231,NCC,EQ,127.8,128.25,129.65,126.25,126.85,127.05,128.04,1747061,223687152.4,8581,250886,14.36,Slight negative,124.9785714285714,135.7403781317446,114.2167647253982
232,NCC,EQ,127.05,125.5,131.95,125.5,131.85,131.2,129.55,3435578,445089403.8,16675,757493,22.05,Among top gainers,126.1285714285714,135.72037195624176,116.53677090090105
233,NCC,EQ,131.2,132.3,135.0,130.5,134.7,134.65,133.25,5339190,711430048.65,27762,949733,17.79,Positive,127.29285714285713,136.77383868429,117.81187560142426
234,NCC,EQ,134.65,135.05,136.2,131.05,133.7,132.85,134.53,5034599,677280159.25,24737,903116,17.94,Negative,128.06785714285712,137.45849135940452,118.67722292630971
235,NCC,EQ,132.85,133.55,135.45,132.55,133.8,134.05,134.05,2483233,332880989.2,12834,484542,19.51,Slight positive,129.24642857142857,136.9388288455954,121.55402829726172
236,NCC,EQ,134.05,132.75,133.6,130.05,132.15,132.0,131.58,2291809,301560255.75,10864,438072,19.11,Negative,130.12142857142857,135.64044663984805,124.60241050300908
237,NCC,EQ,132.0,131.1,133.55,128.35,129.8,129.2,131.15,2572766,337416927.05,11253,704935,27.4,Negative,130.25714285714284,135.56676505764526,124.9475206566404
238,NCC,EQ,129.2,129.8,131.4,128.4,129.0,128.95,129.46,2567411,332373434.0,9757,1337276,52.09,Slight or No change,130.49285714285713,135.17767010896932,125.80804417674493
239,NCC,EQ,128.95,129.0,129.3,125.5,126.15,126.35,127.16,3451615,438894926.85,15327,1654842,47.94,Negative,130.26785714285714,135.4357472260602,125.0999670596541
240,NCC,EQ,126.35,127.0,127.55,124.2,126.6,126.35,126.13,4444906,560618273.6,12303,1977589,44.49,Slight or No change,129.96785714285713,135.5372248935841,124.39848939213017
241,NCC,EQ,126.35,127.75,128.4,126.55,127.1,127.25,127.23,1853065,235770933.6,10053,403596,21.78,Slight positive,129.78928571428568,135.5459111375451,124.03266029102627
242,NCC,EQ,127.25,127.6,134.2,127.3,133.35,133.55,131.58,3540955,465907155.8,15908,618272,17.46,Among top gainers,129.93214285714285,135.96941263524675,123.89487307903896
243,NCC,EQ,133.55,134.85,136.7,129.55,130.7,130.6,134.16,6572602,881808160.8,27479,1153398,17.55,Negative,130.13214285714284,136.04947166495472,124.21481404933094
244,NCC,EQ,130.6,130.0,130.45,126.9,128.75,128.8,128.25,2147333,275391897.65,10551,350743,16.33,Negative,130.2035714285714,136.02296398023088,124.3841788769119
245,NCC,EQ,128.8,128.5,134.35,128.0,132.2,132.55,132.48,6540662,866531904.25,35736,823068,12.58,Positive,130.59642857142856,136.23864094243524,124.95421620042187
246,NCC,EQ,132.55,133.5,134.2,131.7,132.25,132.9,133.03,2411475,320810229.5,16244,447795,18.57,Slight or No change,130.71785714285713,136.48775344146458,124.94796084424969
247,NCC,EQ,132.9,132.65,134.95,131.1,132.2,132.15,132.93,2615482,347689098.85,11980,507347,19.4,Slight negative,130.53928571428568,135.927046569497,125.15152485907436
248,NCC,EQ,132.15,131.1,132.4,127.3,127.75,127.85,128.88,4513482,581689627.15,18171,1869059,41.41,Among top losers,130.18214285714285,135.57296228148962,124.79132343279608
249,NCC,EQ,127.85,128.0,129.0,122.2,122.65,123.05,124.77,3671428,458100506.5,20098,932692,25.4,Among top losers,129.39642857142854,135.5160645945042,123.2767925483529
250,NCC,EQ,123.05,123.7,123.9,120.3,121.3,121.8,122.2,2601231,317870430.75,15245,721175,27.72,Negative,128.66785714285712,135.79760059954768,121.53811368616655
251,NCC,EQ,121.8,121.85,122.85,118.1,118.85,118.95,119.73,2507763,300251019.5,11597,560153,22.34,Negative,127.93571428571427,136.7388106440694,119.13261792735914
252,NCC,EQ,118.95,118.95,123.75,103.85,109.5,109.4,114.44,12538922,1435009159.15,44892,3916140,31.23,Bear drop,126.5392857142857,139.74884976528912,113.32972166328229
253,NCC,EQ,109.4,109.5,110.2,105.1,106.5,106.8,107.74,11239017,1210886695.15,62521,4511702,40.14,Negative,125.14285714285712,142.05352092197973,108.23219336373454
254,NCC,EQ,106.8,107.7,111.65,107.0,109.15,109.5,109.15,5282982,576613053.65,28567,1153912,21.84,Positive,123.9392857142857,142.76942434572175,105.10914708284967
255,NCC,EQ,109.5,109.3,109.7,103.65,105.3,104.9,106.55,4219395,449593908.05,19780,1203138,28.51,Among top losers,122.34285714285714,143.59749852350055,101.08821576221374
256,NCC,EQ,104.9,103.9,105.25,96.65,98.5,97.8,99.32,10652589,1058043516.55,42751,4798166,45.04,Among top losers,119.78928571428571,143.67156683750193,95.9070045910695
257,NCC,EQ,97.8,99.0,108.3,98.0,107.0,107.2,104.43,12204000,1274445618.3,64734,3150625,25.82,Bull run,118.11785714285715,142.01628345547775,94.21943083023653
258,NCC,EQ,107.2,106.0,109.45,104.35,104.5,105.25,107.22,5841369,626317457.15,24539,1111012,19.02,Negative,116.4357142857143,140.4103620675632,92.4610665038654
259,NCC,EQ,105.25,106.7,115.4,104.15,114.4,114.4,112.64,34577685,3894782824.0,106022,5059286,14.63,Bull run,115.13928571428573,137.25082737752692,93.02774405104455
260,NCC,EQ,114.4,116.0,120.2,115.3,119.1,118.9,118.27,23017122,2722335871.3,91714,4192473,18.21,Among top gainers,114.13928571428573,133.93587355436225,94.34269787420922
261,NCC,EQ,118.9,119.1,119.9,116.4,117.75,117.8,117.8,6339874,746837432.9,31035,1771582,27.94,Slight negative,113.11428571428573,130.19326192983812,96.03530949873335
262,NCC,EQ,117.8,117.0,122.75,116.0,121.65,122.0,120.52,9277402,1118107654.15,39010,1245882,13.43,Among top gainers,112.69642857142858,128.4577963510881,96.93506079176908
263,NCC,EQ,122.0,120.05,122.6,120.0,120.95,121.15,121.31,5395293,654529675.25,20673,944994,17.52,Slight negative,112.56071428571431,127.96676597235367,97.15466259907495
264,NCC,EQ,121.15,121.5,122.1,118.7,120.8,119.95,120.15,8480757,1018925810.4,32471,3342603,39.41,Slight negative,112.42857142857146,127.52180548511777,97.33533737202515
265,NCC,EQ,119.95,121.2,125.5,119.2,119.95,120.1,122.28,15207019,1859499216.15,57183,3804745,25.02,Slight or No change,112.51071428571431,127.76845777103058,97.25297080039805
266,NCC,EQ,120.1,121.0,121.25,113.7,114.95,114.9,116.34,6791503,790156146.35,35359,1129279,16.63,Among top losers,112.90357142857145,128.09939394589497,97.70774891124792
267,NCC,EQ,114.9,114.0,115.6,107.25,109.3,109.25,110.02,12704783,1397820235.3,57487,2767028,21.78,Among top losers,113.07857142857145,128.02600312387247,98.13113973327043
268,NCC,EQ,109.25,108.7,110.75,103.5,107.9,107.05,106.26,23106731,2455287018.2,94015,8042385,34.81,Negative,112.90357142857145,128.08698668671,97.72015617043293
269,NCC,EQ,107.05,108.5,111.9,108.5,110.1,110.1,110.4,11081973,1223416829.9,39471,3161927,28.53,Positive,113.275,127.85753697459259,98.69246302540742
270,NCC,EQ,110.1,109.9,111.8,108.3,110.4,110.6,110.21,5683669,626400737.8,27241,921590,16.21,Slight or No change,114.18928571428572,125.91815729561887,102.46041413295256
271,NCC,EQ,110.6,111.4,114.0,110.2,112.6,112.5,112.32,6614547,742974253.35,38472,1091983,16.51,Positive,114.56785714285715,125.64920718160671,103.48650710410759
272,NCC,EQ,112.5,113.25,114.5,111.85,112.85,112.85,113.22,6085488,688994831.85,26817,881111,14.48,Slight or No change,115.11071428571428,124.89438817261644,105.32704039881212
273,NCC,EQ,112.85,113.6,114.15,107.7,108.65,108.5,110.77,7789316,862851238.85,36063,2345581,30.11,Among top losers,114.6892857142857,125.09344010430726,104.28513132426414
274,NCC,EQ,108.5,107.65,109.4,105.85,107.75,107.9,107.88,10065563,1085894080.0,39042,3595345,35.72,Slight negative,113.90357142857142,124.59537017525274,103.21177268189011
275,NCC,EQ,107.9,108.45,109.2,105.75,107.0,107.15,107.4,4949640,531587092.85,25791,1290700,26.08,Slight negative,113.14285714285714,124.15123557041726,102.13447871529702
276,NCC,EQ,107.15,106.7,107.3,101.3,102.25,102.6,103.34,9690344,1001374492.55,42944,3090219,31.89,Among top losers,111.75714285714285,122.84655965132725,100.66772606295845
277,NCC,EQ,102.6,101.6,103.75,100.35,101.5,101.35,101.87,7399318,753738921.25,38912,1830941,24.74,Negative,110.34285714285713,121.32184806908596,99.3638662166283
278,NCC,EQ,101.35,102.4,103.6,101.3,102.8,103.0,102.65,4717144,484233300.75,24124,629157,13.34,Positive,109.13214285714284,119.25216164268632,99.01212407159936
279,NCC,EQ,103.0,102.95,103.3,99.3,99.5,99.8,100.6,5502484,553530266.95,35773,1271270,23.1,Among top losers,107.68214285714284,116.80030791738966,98.56397779689601
280,NCC,EQ,99.8,99.55,102.1,98.3,101.3,101.4,100.59,5137101,516737182.7,23512,561638,10.93,Positive,106.71785714285713,115.39245375443495,98.0432605312793
281,NCC,EQ,101.4,101.05,101.8,96.65,97.0,97.3,98.83,5884084,581543753.75,27219,1299605,22.09,Among top losers,105.86428571428569,115.73486582126635,95.99370560730502
282,NCC,EQ,97.3,96.9,100.8,96.4,97.7,97.95,98.72,11075714,1093442610.55,51079,2850505,25.74,Slight positive,105.2142857142857,115.91233935260337,94.51623207596802
283,NCC,EQ,97.95,98.0,98.4,94.15,94.95,95.55,95.59,6441424,615716070.75,31491,1055317,16.38,Negative,104.17499999999998,115.62876995376699,92.72123004623298
284,NCC,EQ,95.55,95.2,95.2,90.1,91.8,90.9,92.11,8031556,739803936.3,30544,1898496,23.64,Among top losers,102.76785714285714,115.58116795879783,89.95454632691644
285,NCC,EQ,90.9,93.05,96.6,91.75,95.6,96.05,94.49,8116550,766914469.4,40112,2395701,29.52,Among top gainers,101.59285714285714,113.55014376218142,89.63557052353286
286,NCC,EQ,96.05,97.55,99.55,95.2,96.85,96.95,97.44,14249090,1388438768.2,62089,3535018,24.81,Slight positive,100.45714285714287,110.70708523167777,90.20720048260797
287,NCC,EQ,96.95,98.95,101.35,97.5,99.1,98.7,99.57,20613192,2052417409.8,90649,3016047,14.63,Positive,99.75714285714287,108.92211439537854,90.59217131890719
288,NCC,EQ,98.7,98.8,98.95,95.3,96.5,96.7,96.74,6429177,621932482.1,28642,822215,12.79,Negative,98.95714285714287,106.9392244386348,90.97506127565094
289,NCC,EQ,96.7,96.6,96.6,94.0,94.8,94.65,95.07,4986459,474082931.1,21523,646893,12.97,Negative,98.06428571428572,104.79737605189973,91.3311953766717
290,NCC,EQ,94.65,94.6,97.7,94.05,96.2,96.25,96.31,5891229,567395793.7,29901,1038273,17.62,Positive,97.6107142857143,103.866195398787,91.35523317264159
291,NCC,EQ,96.25,96.6,98.35,96.35,97.25,97.4,97.47,3777870,368222259.55,17728,665724,17.62,Positive,97.32857142857145,103.20220407281519,91.45493878432771
292,NCC,EQ,97.4,98.05,99.55,97.8,99.1,99.1,98.93,5785431,572357861.55,22256,1696938,29.33,Positive,97.05000000000003,102.07333018562503,92.02666981437503
293,NCC,EQ,99.1,99.45,101.5,98.6,99.45,99.55,100.05,8824793,882927655.3,51164,1611781,18.26,Slight or No change,97.03214285714287,102.01497602448768,92.04930968979806
294,NCC,EQ,99.55,100.1,101.35,96.5,96.95,97.05,98.26,9632067,946477812.6,30547,4187558,43.48,Negative,96.72142857142858,101.02754484512606,92.41531229773109
295,NCC,EQ,97.05,97.7,97.7,87.65,88.25,88.6,91.47,15330219,1402278496.2,61173,3846682,25.09,Bear drop,96.10000000000001,102.18857694627685,90.01142305372316
296,NCC,EQ,88.6,87.8,87.8,78.85,79.1,79.95,82.66,24775128,2047823986.9,110420,7825545,31.59,Bear drop,94.81428571428572,105.26176819141169,84.36680323715974
297,NCC,EQ,79.95,79.3,85.15,78.25,84.8,84.65,83.08,15018409,1247801637.9,57630,2743641,18.27,Among top gainers,94.0357142857143,105.789890536759,82.28153803466961
298,NCC,EQ,84.65,85.0,85.65,79.55,81.6,81.9,82.27,13544121,1114307366.75,55190,1651744,12.2,Among top losers,93.39285714285715,106.75962748765298,80.02608679806133
299,NCC,EQ,81.9,82.55,83.65,80.05,81.35,81.15,81.93,11608447,951077536.55,41602,3056171,26.33,Slight negative,92.32857142857145,107.08452012657068,77.57262273057222
300,NCC,EQ,81.15,81.4,82.2,79.0,79.5,79.75,80.03,9651898,772436029.7,40290,2393691,24.8,Negative,91.10000000000002,107.01689958213143,75.18310041786862
301,NCC,EQ,79.75,80.5,84.9,77.55,84.4,84.1,81.0,13520866,1095154746.0,54031,3054247,22.59,Among top gainers,90.05714285714286,105.74049302626918,74.37379268801655
302,NCC,EQ,84.1,84.55,90.85,83.35,89.65,90.2,87.8,15726017,1380731980.9,65186,3067659,19.51,Bull run,89.59285714285716,104.80691224093782,74.37880204477649
303,NCC,EQ,90.2,89.5,93.8,87.55,91.65,92.4,91.56,15849706,1451261492.85,64445,2230637,14.07,Positive,89.43214285714286,104.46250224395278,74.40178347033294
304,NCC,EQ,92.4,91.5,94.1,91.05,92.45,92.05,92.55,10175224,941765303.55,35491,2690403,26.44,Slight or No change,89.13214285714287,103.73796925742322,74.52631645686252
305,NCC,EQ,92.05,92.25,94.6,92.05,93.7,93.9,93.5,7211681,674266314.45,34145,1262730,17.51,Positive,88.88214285714287,102.98967533193924,74.7746103823465
306,NCC,EQ,93.9,93.5,95.2,91.1,92.1,91.65,92.95,8284492,770042402.05,30557,2399727,28.97,Negative,88.35000000000002,101.31284631612003,75.38715368388002
307,NCC,EQ,91.65,91.9,93.45,91.4,92.55,92.55,92.51,5260023,486607934.15,27423,959849,18.25,Slight positive,87.85000000000002,99.41672947592329,76.28327052407676
308,NCC,EQ,92.55,93.05,93.5,89.4,91.25,91.2,91.53,6002974,549422392.3,28800,1322634,22.03,Negative,87.43214285714289,97.94152380523155,76.92276190905423
309,NCC,EQ,91.2,91.2,95.85,90.0,93.35,93.9,93.88,13125164,1232199195.15,55696,1957063,14.91,Positive,87.81071428571433,98.86882502791502,76.75260354351363
310,NCC,EQ,93.9,93.9,95.0,91.35,92.35,92.1,93.08,7595810,707054890.95,33058,1601653,21.09,Negative,88.67857142857146,98.95892717561037,78.39821568153255
311,NCC,EQ,92.1,92.85,94.7,91.35,93.1,93.25,93.31,6458065,602610850.85,28500,972569,15.06,Positive,89.29285714285717,99.56401595268312,79.02169833303122
312,NCC,EQ,93.25,93.7,95.45,91.6,94.7,94.55,93.91,8246142,774379801.15,32622,1379698,16.73,Positive,90.19642857142858,99.8745930736382,80.51826406921897
313,NCC,EQ,94.55,94.9,96.45,93.55,96.0,95.55,95.13,7708986,733362414.4,27973,1389922,18.03,Positive,91.22500000000001,99.75420322728156,82.69579677271845
314,NCC,EQ,95.55,96.0,100.5,95.7,100.4,100.0,98.45,12489339,1229528532.7,50154,3048780,24.41,Among top gainers,92.67142857142858,99.52065247869217,85.82220466416499
315,NCC,EQ,100.0,100.0,103.95,96.1,98.4,98.6,100.87,35478932,3578615761.4,139944,5067118,14.28,Negative,93.70714285714287,99.22980346773119,88.18448224655455
