index,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend
145,NCC,EQ,2017-12-06,118.35,116.85,121.7,116.0,120.95,120.2,119.86,6511495,780445294.4,23771,774557,11.9,12,2017,778666277.0833333,1.5631601182932053,Positive
146,NCC,EQ,2017-12-07,120.2,121.4,123.25,119.35,123.0,122.75,121.75,5289979,644075852.1,21853,911893,17.24,12,2017,647846094.8666666,2.1214642262895156,Positive
147,NCC,EQ,2017-12-08,122.75,125.0,127.2,123.8,125.4,125.05,125.5,8103938,1017025568.8,33448,1586296,19.57,12,2017,1019070203.5,1.8737270875763823,Positive
148,NCC,EQ,2017-12-11,125.05,125.9,126.35,122.5,123.35,122.95,123.94,4504287,558254868.25,18632,1466905,32.57,12,2017,563336160.8,-1.6793282686925148,Negative
149,NCC,EQ,2017-12-12,122.95,122.2,123.15,119.75,120.55,120.65,121.26,3165018,383782829.65,12316,634631,20.05,12,2017,386132196.0,-1.87067913786092,Negative
150,NCC,EQ,2017-12-13,120.65,119.6,122.45,118.15,119.15,118.8,120.52,3608337,434874355.15,13466,541928,15.02,12,2017,434022802.15000004,-1.533360961458774,Negative
151,NCC,EQ,2017-12-14,118.8,119.95,120.9,115.2,119.05,119.05,117.87,5528008,651568552.15,21892,1046990,18.94,12,2017,663176693.0666667,0.21043771043771642,Slight or No change
152,NCC,EQ,2017-12-15,119.05,120.9,121.4,118.6,119.65,119.5,119.97,3017489,362013650.2,12997,726972,24.09,12,2017,363909173.40000004,0.37799244015119804,Slight or No change
153,NCC,EQ,2017-12-18,119.5,119.65,122.95,112.2,120.35,120.3,119.37,5204995,621318649.3,18371,766825,14.73,12,2017,629630895.1666667,0.6694560669455951,Slight positive
154,NCC,EQ,2017-12-19,120.3,121.6,124.5,120.55,124.1,124.15,122.57,4028549,493795546.45,21413,959385,23.81,12,2017,497190089.0833334,3.2003325020781404,Among top gainers
155,NCC,EQ,2017-12-20,124.15,123.95,130.6,122.9,129.85,129.1,127.05,8109652,1030362751.15,31000,1633844,20.15,12,2017,1037089329.9333333,3.9871123640756956,Among top gainers
156,NCC,EQ,2017-12-21,129.1,130.95,134.35,129.2,133.2,133.65,132.32,13869569,1835168838.75,53221,2878783,20.76,12,2017,1844421517.5166664,3.5243996901626717,Among top gainers
157,NCC,EQ,2017-12-22,133.65,133.45,133.7,130.2,132.55,132.45,131.95,5220520,688831608.55,19607,1155379,22.13,12,2017,695373264.0,-0.8978675645342493,Slight negative
158,NCC,EQ,2017-12-26,132.45,132.0,136.0,131.6,134.65,134.65,134.59,5123419,689583274.55,20279,965853,18.85,12,2017,687648220.1166667,1.6610041525104036,Positive
159,NCC,EQ,2017-12-27,134.65,134.65,135.2,131.0,132.15,132.05,132.9,3335959,443336022.2,11619,651153,19.52,12,2017,446907307.3666667,-1.9309320460452972,Negative
160,NCC,EQ,2017-12-28,132.05,132.1,135.95,131.4,133.7,133.7,133.77,7722733,1033080595.2,21430,2922578,37.84,12,2017,1034202660.9166666,1.2495266944339,Positive
161,NCC,EQ,2017-12-29,133.7,134.25,135.0,131.5,133.7,133.75,133.49,3131796,418050809.55,13337,569827,18.19,12,2017,420704596.0,0.037397157816010385,Slight or No change
162,NCC,EQ,2018-01-01,133.75,134.95,135.7,130.3,131.35,131.35,133.38,4165441,555589996.35,25082,1113660,26.74,1,2018,558169094.0,-1.7943925233644853,Negative
163,NCC,EQ,2018-01-02,131.35,132.5,132.8,127.35,131.0,130.45,129.88,6305351,818941927.65,23482,2881852,45.7,1,2018,831780886.0833333,-0.685192234488019,Slight negative
164,NCC,EQ,2018-01-03,130.45,131.0,132.45,128.85,130.0,130.05,130.78,4593780,600757781.15,25238,1387366,30.2,1,2018,602550810.0,-0.30663089306245395,Slight or No change
165,NCC,EQ,2018-01-04,130.05,130.9,133.15,129.5,132.6,132.65,131.18,4960251,650697586.15,27955,2300166,46.37,1,2018,655910523.9000001,1.9992310649750156,Positive
166,NCC,EQ,2018-01-05,132.65,132.6,134.2,130.8,132.2,132.05,132.28,4058801,536901027.15,18366,1534312,37.8,1,2018,539617592.9499999,-0.4523181304183943,Slight or No change
167,NCC,EQ,2018-01-08,132.05,132.0,135.9,131.1,134.0,134.1,133.98,4263815,571278124.95,24084,1247003,29.25,1,2018,571351210.0,1.5524422567209317,Positive
168,NCC,EQ,2018-01-09,134.1,133.6,141.0,132.6,140.85,140.05,138.61,19097490,2647164398.85,69231,5276868,27.63,1,2018,2639591409.5,4.436987322893371,Among top gainers
169,NCC,EQ,2018-01-10,140.05,141.3,141.4,137.15,137.7,137.9,139.21,7771127,1081781853.7,28219,1830669,23.56,1,2018,1089512005.4,-1.5351660121385224,Negative
170,NCC,EQ,2018-01-11,137.9,137.5,137.85,135.6,137.15,136.7,136.85,3557070,486789702.45,13990,805930,22.66,1,2018,488563564.5,-0.8701957940536742,Slight negative
171,NCC,EQ,2018-01-12,136.7,137.25,140.0,133.5,136.7,136.75,137.4,4763723,654536532.0,19879,919118,19.29,1,2018,657393774.0,0.036576444769576,Slight or No change
172,NCC,EQ,2018-01-15,136.75,136.75,137.75,132.9,133.75,133.75,135.17,3403406,460053637.4,13098,1518136,44.61,1,2018,463146833.1666667,-2.1937842778793404,Negative
173,NCC,EQ,2018-01-16,133.75,133.95,134.85,125.1,127.1,126.95,129.29,7242526,936375782.2,27168,2190103,30.24,1,2018,955409888.1666666,-5.084112149532705,Among top losers
174,NCC,EQ,2018-01-17,126.95,126.95,130.3,121.3,129.2,129.75,126.02,5419049,682927908.35,28095,1315220,24.27,1,2018,699057321.0,2.2055927530523878,Positive
175,NCC,EQ,2018-01-18,129.75,130.4,130.8,121.1,122.95,123.25,125.94,6826395,859723577.9,27102,3054683,44.75,1,2018,874802519.25,-5.009633911368017,Among top losers
176,NCC,EQ,2018-01-19,123.25,123.25,127.4,121.2,127.1,126.7,124.55,6478859,806964087.45,25399,2472910,38.17,1,2018,814932481.2166667,2.7991886409736377,Positive
177,NCC,EQ,2018-01-22,126.7,126.2,128.95,124.0,126.7,126.9,126.39,4155141,525149321.5,19576,813372,19.58,1,2018,529157206.3499999,0.15785319652723562,Slight or No change
178,NCC,EQ,2018-01-23,126.9,126.6,128.75,126.1,126.75,126.7,127.4,3116095,396978409.25,14650,690061,22.15,1,2018,396834698.25,-0.1576044129235621,Slight or No change
179,NCC,EQ,2018-01-24,126.7,127.65,129.2,124.2,125.65,126.2,126.41,4804939,607382305.1,14933,1507287,31.37,1,2018,613510627.9833333,-0.39463299131807794,Slight or No change
180,NCC,EQ,2018-01-25,126.2,126.8,132.45,126.15,127.6,127.9,130.46,12286533,1602941281.95,38637,3947129,32.13,1,2018,1585577083.6499999,1.347068145800323,Positive
181,NCC,EQ,2018-01-29,127.9,128.1,129.65,126.1,126.9,127.05,127.63,3217280,410626656.95,13800,1000864,31.11,1,2018,412669781.3333334,-0.6645817044566127,Slight negative
182,NCC,EQ,2018-01-30,127.05,124.4,127.0,124.4,124.95,125.15,125.75,2474708,311202611.6,9944,921432,37.23,1,2018,310617099.1333333,-1.4954742227469398,Negative
183,NCC,EQ,2018-01-31,125.15,125.9,126.85,120.9,122.6,122.5,123.58,4443696,549169151.0,22357,1364429,30.7,1,2018,555832308.0,-2.117459049141035,Negative
184,NCC,EQ,2018-02-01,122.5,123.85,128.3,118.7,125.2,124.9,124.63,6628514,826123200.95,29584,1107473,16.71,2,2018,833093734.5666667,1.959183673469389,Positive
185,NCC,EQ,2018-02-02,124.9,123.35,123.35,113.2,115.2,114.95,117.93,6334433,747015823.95,30553,1605698,25.35,2,2018,763615898.15,-7.966373098478785,Bear drop
186,NCC,EQ,2018-02-05,114.95,111.7,114.5,108.5,113.1,112.5,111.7,6588853,735948529.55,26744,1472406,22.35,2,2018,743881503.6999999,-2.131361461504999,Negative
187,NCC,EQ,2018-02-06,112.5,104.5,113.5,101.5,110.55,110.5,107.56,9827590,1057035993.55,33141,2491917,25.36,2,2018,1076121105.0,-1.7777777777777781,Negative
188,NCC,EQ,2018-02-07,110.5,113.0,115.5,108.75,109.5,110.3,112.15,4187308,469618642.2,20439,1145559,27.36,2,2018,472886650.1333333,-0.18099547511312153,Slight or No change
189,NCC,EQ,2018-02-08,110.3,111.0,115.4,110.5,113.65,113.9,113.46,5699172,646640083.05,21491,1719543,30.17,2,2018,646476077.2,3.2638259292837812,Among top gainers
190,NCC,EQ,2018-02-09,113.9,110.0,115.3,108.45,114.4,114.25,113.28,3899571,441755305.6,16674,1367752,35.07,2,2018,441366444.35,0.30728709394205467,Slight or No change
191,NCC,EQ,2018-02-12,114.25,115.85,120.0,114.15,119.0,118.55,117.35,4742526,556557586.45,23193,1298685,27.38,2,2018,560250404.8,3.763676148796491,Among top gainers
192,NCC,EQ,2018-02-14,118.55,119.75,130.4,117.15,124.95,126.15,126.21,28655556,3616609102.15,92457,6056129,21.13,2,2018,3594361907.6,6.410797132011825,Among top gainers
193,NCC,EQ,2018-02-15,126.15,128.35,129.6,121.9,124.0,123.4,126.32,11603911,1465799617.6,53796,2518320,21.7,2,2018,1475050486.6166668,-2.1799445105033732,Negative
194,NCC,EQ,2018-02-16,123.4,124.5,127.95,123.2,125.6,125.1,125.48,9234393,1158759996.6,41724,1670144,18.09,2,2018,1162148359.0499997,1.3776337115072756,Positive
195,NCC,EQ,2018-02-19,125.1,125.1,127.9,121.5,124.65,124.5,124.73,8359798,1042689440.85,33858,1186370,14.19,2,2018,1051941248.3333333,-0.47961630695443347,Slight or No change
196,NCC,EQ,2018-02-20,124.5,125.35,126.15,123.0,124.2,123.85,124.6,3775130,470365098.75,18550,544863,14.43,2,2018,472331681.8333334,-0.5220883534136633,Slight negative
197,NCC,EQ,2018-02-21,123.85,124.5,125.8,122.9,123.6,123.7,124.04,3562040,441851351.15,13723,898423,25.22,2,2018,444067653.3333334,-0.12111425111021035,Slight or No change
198,NCC,EQ,2018-02-22,123.7,123.0,124.35,122.35,123.6,122.8,123.26,2904321,357985501.85,11009,681200,23.45,2,2018,358344806.04999995,-0.7275666936135905,Slight negative
199,NCC,EQ,2018-02-23,122.8,123.8,126.7,122.85,125.75,125.3,125.34,5497936,689105563.5,25869,1902989,34.61,2,2018,688708116.2666667,2.035830618892498,Positive
200,NCC,EQ,2018-02-26,125.3,126.8,127.2,125.25,126.15,126.05,126.33,2758131,348425254.1,11345,610759,22.14,2,2018,349409228.85,0.5985634477254642,Slight positive
201,NCC,EQ,2018-02-27,126.05,127.2,131.2,126.65,130.85,130.35,129.66,11885722,1541082341.8,60655,3644312,30.66,2,2018,1540191475.8333335,3.411344704482344,Among top gainers
202,NCC,EQ,2018-02-28,130.35,130.4,133.3,129.05,131.6,131.7,131.89,9352932,1233574567.5,52224,2089908,22.34,2,2018,1232716437.6000001,1.0356731875719172,Positive
203,NCC,EQ,2018-03-01,131.7,131.7,133.35,130.1,130.4,130.65,131.92,6066623,800296555.0,24036,900191,14.84,3,2018,800187573.6999998,-0.7972665148063607,Slight negative
204,NCC,EQ,2018-03-05,130.65,130.0,130.5,124.6,126.65,126.9,126.85,5457368,692260940.7,21297,1542298,28.26,3,2018,704728121.0666666,-2.870264064293915,Negative
205,NCC,EQ,2018-03-06,126.9,127.8,128.65,120.8,121.15,122.4,125.31,3540126,443600348.5,13648,876848,24.77,3,2018,447058911.70000005,-3.546099290780147,Among top losers
206,NCC,EQ,2018-03-07,122.4,121.75,122.4,116.35,118.8,118.85,119.9,7390070,886055775.25,24913,1784052,24.14,3,2018,894198470.0,-2.900326797385633,Negative
207,NCC,EQ,2018-03-08,118.85,120.0,121.15,116.8,119.95,120.3,119.23,5719649,681928703.4,41106,1902879,33.27,3,2018,689122377.0166667,1.2200252419015678,Positive
208,NCC,EQ,2018-03-09,120.3,120.95,121.75,117.55,117.75,118.1,119.68,4022449,481410375.4,17956,642876,15.98,3,2018,483766533.0666666,-1.8287614297589405,Negative
209,NCC,EQ,2018-03-12,118.1,119.9,124.0,118.6,123.8,123.15,121.25,6509117,789229321.85,26741,1790875,27.51,3,2018,796390464.95,4.276037256562248,Among top gainers
210,NCC,EQ,2018-03-13,123.15,124.0,126.05,123.3,125.0,125.1,124.73,5778600,720791601.15,24095,1482287,25.65,3,2018,722613930.0,1.5834348355663774,Positive
211,NCC,EQ,2018-03-14,125.1,124.7,126.25,123.9,126.1,125.75,125.26,2702430,338499648.65,11625,431952,15.98,3,2018,339335127.0,0.5195843325339844,Slight positive
212,NCC,EQ,2018-03-15,125.75,125.85,127.95,125.55,126.3,126.35,126.98,3775071,479355422.6,19243,847693,22.46,3,2018,478364413.54999995,0.4771371769383581,Slight or No change
213,NCC,EQ,2018-03-16,126.35,126.4,126.75,121.9,122.8,122.45,123.98,3033412,376085883.9,11854,1061032,34.98,3,2018,379783182.40000004,-3.086664028492281,Among top losers
214,NCC,EQ,2018-03-19,122.45,122.8,123.25,118.2,119.0,119.15,120.33,2942957,354130833.35,13686,588151,19.99,3,2018,358255965.4666667,-2.6949775418538158,Negative
215,NCC,EQ,2018-03-20,119.15,118.1,121.6,118.05,121.25,121.0,120.41,2974881,358218926.9,15208,660074,22.19,3,2018,357679858.9,1.5526647083508038,Positive
216,NCC,EQ,2018-03-21,121.0,121.4,123.7,120.35,121.1,121.3,122.18,2177744,266072297.0,11753,373302,17.14,3,2018,265975133.86666667,0.24793388429751317,Slight or No change
217,NCC,EQ,2018-03-22,121.3,121.3,122.5,118.5,118.6,119.0,120.34,2593001,312033978.65,10009,626049,24.14,3,2018,313580254.26666665,-1.8961253091508645,Negative
218,NCC,EQ,2018-03-23,119.0,116.0,117.65,113.6,114.75,115.1,115.62,4871615,563259798.8,31783,1782374,36.59,3,2018,566325243.75,-3.2773109243697474,Among top losers
219,NCC,EQ,2018-03-26,115.1,114.95,118.85,114.75,118.7,118.35,117.02,2731552,319652546.9,10144,941980,34.49,3,2018,320638678.93333334,2.8236316246742055,Positive
220,NCC,EQ,2018-03-27,118.35,119.6,122.4,119.2,122.25,122.0,121.13,4320608,523374333.6,22106,1623634,37.58,3,2018,524233770.6666666,3.0840726658217132,Among top gainers
221,NCC,EQ,2018-03-28,122.0,120.95,121.3,116.65,117.6,117.55,118.59,3541468,419980718.15,12790,1343656,37.94,3,2018,424740062.1333333,-3.6475409836065564,Among top losers
222,NCC,EQ,2018-04-02,117.55,118.45,120.25,117.25,119.95,119.75,119.07,2490989,296592763.8,12898,750921,30.15,4,2018,297631669.01666665,1.8715440238196601,Positive
223,NCC,EQ,2018-04-03,119.75,119.45,127.9,119.1,127.5,127.3,124.71,5853000,729956112.75,22437,1963384,33.54,4,2018,730942150.0,6.304801670146132,Among top gainers
224,NCC,EQ,2018-04-04,127.3,128.0,129.3,124.15,125.5,125.65,127.32,7089464,902631259.8,29515,1719087,24.25,4,2018,904970079.6000001,-1.29615082482325,Negative
225,NCC,EQ,2018-04-05,125.65,128.0,131.0,127.5,129.75,129.5,129.61,5276514,683885901.6,20808,1433273,27.16,4,2018,683308563.0,3.064066852367686,Among top gainers
226,NCC,EQ,2018-04-06,129.5,129.6,131.05,128.15,130.25,130.55,129.68,3063900,397317769.2,13044,496655,16.21,4,2018,399532560.0,0.8108108108108247,Slight positive
227,NCC,EQ,2018-04-09,130.55,130.6,131.8,129.2,129.95,129.75,130.48,2774204,361967307.35,10545,769435,27.74,4,2018,362634699.53333336,-0.6127920337035686,Slight negative
228,NCC,EQ,2018-04-10,129.75,130.8,133.1,130.15,131.25,131.55,131.63,4034670,531080509.1,14386,1427315,35.38,4,2018,531836750.5,1.387283236994219,Positive
229,NCC,EQ,2018-04-11,131.55,131.95,131.95,127.1,127.5,127.8,129.24,3213690,415351690.6,13049,745482,23.2,4,2018,419600791.0,-2.850627137970363,Negative
230,NCC,EQ,2018-04-12,127.8,128.0,128.45,126.4,127.85,127.8,127.61,2414781,308139624.05,9644,507247,21.01,4,2018,309293199.75,0.0,Slight or No change
231,NCC,EQ,2018-04-13,127.8,128.25,129.65,126.25,126.85,127.05,128.04,1747061,223687152.4,8581,250886,14.36,4,2018,224177043.98333332,-0.5868544600938996,Slight negative
232,NCC,EQ,2018-04-16,127.05,125.5,131.95,125.5,131.85,131.2,129.55,3435578,445089403.8,16675,757493,22.05,4,2018,445079129.8999999,3.2664305391578052,Among top gainers
233,NCC,EQ,2018-04-17,131.2,132.3,135.0,130.5,134.7,134.65,133.25,5339190,711430048.65,27762,949733,17.79,4,2018,715362473.5000001,2.629573170731714,Positive
234,NCC,EQ,2018-04-18,134.65,135.05,136.2,131.05,133.7,132.85,134.53,5034599,677280159.25,24737,903116,17.94,4,2018,678160485.3000001,-1.3367991088006015,Negative
235,NCC,EQ,2018-04-19,132.85,133.55,135.45,132.55,133.8,134.05,134.05,2483233,332880989.2,12834,484542,19.51,4,2018,333622353.55,0.9032743695897683,Slight positive
236,NCC,EQ,2018-04-20,134.05,132.75,133.6,130.05,132.15,132.0,131.58,2291809,301560255.75,10864,438072,19.11,4,2018,304314038.3833333,-1.529280119358456,Negative
237,NCC,EQ,2018-04-23,132.0,131.1,133.55,128.35,129.8,129.2,131.15,2572766,337416927.05,11253,704935,27.4,4,2018,337761296.3666667,-2.121212121212135,Negative
238,NCC,EQ,2018-04-24,129.2,129.8,131.4,128.4,129.0,128.95,129.46,2567411,332373434.0,9757,1337276,52.09,4,2018,333891800.55,-0.19349845201238614,Slight or No change
239,NCC,EQ,2018-04-25,128.95,129.0,129.3,125.5,126.15,126.35,127.16,3451615,438894926.85,15327,1654842,47.94,4,2018,442554569.9166667,-2.0162853819309823,Negative
240,NCC,EQ,2018-04-26,126.35,127.0,127.55,124.2,126.6,126.35,126.13,4444906,560618273.6,12303,1977589,44.49,4,2018,564354898.4666666,0.0,Slight or No change
241,NCC,EQ,2018-04-27,126.35,127.75,128.4,126.55,127.1,127.25,127.23,1853065,235770933.6,10053,403596,21.78,4,2018,236821707.0,0.7123070834982315,Slight positive
242,NCC,EQ,2018-04-30,127.25,127.6,134.2,127.3,133.35,133.55,131.58,3540955,465907155.8,15908,618272,17.46,4,2018,466638853.0833333,4.9508840864440185,Among top gainers
243,NCC,EQ,2018-05-02,133.55,134.85,136.7,129.55,130.7,130.6,134.16,6572602,881808160.8,27479,1153398,17.55,5,2018,881057298.0999999,-2.20891052040435,Negative
244,NCC,EQ,2018-05-03,130.6,130.0,130.45,126.9,128.75,128.8,128.25,2147333,275391897.65,10551,350743,16.33,5,2018,278616456.75,-1.378254211332297,Negative
245,NCC,EQ,2018-05-04,128.8,128.5,134.35,128.0,132.2,132.55,132.48,6540662,866531904.25,35736,823068,12.58,5,2018,862059251.6,2.9114906832298226,Positive
246,NCC,EQ,2018-05-07,132.55,133.5,134.2,131.7,132.25,132.9,133.03,2411475,320810229.5,16244,447795,18.57,5,2018,322012295.0,0.26405130139568467,Slight or No change
247,NCC,EQ,2018-05-08,132.9,132.65,134.95,131.1,132.2,132.15,132.93,2615482,347689098.85,11980,507347,19.4,5,2018,348512976.5,-0.5643340857787837,Slight negative
248,NCC,EQ,2018-05-09,132.15,131.1,132.4,127.3,127.75,127.85,128.88,4513482,581689627.15,18171,1869059,41.41,5,2018,588783726.9000001,-3.253878168747648,Among top losers
249,NCC,EQ,2018-05-10,127.85,128.0,129.0,122.2,122.65,123.05,124.77,3671428,458100506.5,20098,932692,25.4,5,2018,465108737.1333333,-3.7543996871333585,Among top losers
250,NCC,EQ,2018-05-11,123.05,123.7,123.9,120.3,121.3,121.8,122.2,2601231,317870430.75,15245,721175,27.72,5,2018,320298243.8,-1.0158472165786248,Negative
251,NCC,EQ,2018-05-14,121.8,121.85,122.85,118.1,118.85,118.95,119.73,2507763,300251019.5,11597,560153,22.34,5,2018,303982671.65,-2.3399014778325067,Negative
252,NCC,EQ,2018-05-15,118.95,118.95,123.75,103.85,109.5,109.4,114.44,12538922,1435009159.15,44892,3916140,31.23,5,2018,1471651478.7333333,-8.028583438419501,Bear drop
253,NCC,EQ,2018-05-16,109.4,109.5,110.2,105.1,106.5,106.8,107.74,11239017,1210886695.15,62521,4511702,40.14,5,2018,1223179683.5,-2.376599634369292,Negative
254,NCC,EQ,2018-05-17,106.8,107.7,111.65,107.0,109.15,109.5,109.15,5282982,576613053.65,28567,1153912,21.84,5,2018,579102876.9000001,2.528089887640461,Positive
255,NCC,EQ,2018-05-18,109.5,109.3,109.7,103.65,105.3,104.9,106.55,4219395,449593908.05,19780,1203138,28.51,5,2018,455554013.49999994,-4.20091324200913,Among top losers
256,NCC,EQ,2018-05-21,104.9,103.9,105.25,96.65,98.5,97.8,99.32,10652589,1058043516.55,42751,4798166,45.04,5,2018,1089937397.85,-6.768350810295532,Among top losers
257,NCC,EQ,2018-05-22,97.8,99.0,108.3,98.0,107.0,107.2,104.43,12204000,1274445618.3,64734,3150625,25.82,5,2018,1279386000.0,9.61145194274029,Bull run
258,NCC,EQ,2018-05-23,107.2,106.0,109.45,104.35,104.5,105.25,107.22,5841369,626317457.15,24539,1111012,19.02,5,2018,624442346.0999999,-1.8190298507462677,Negative
259,NCC,EQ,2018-05-24,105.25,106.7,115.4,104.15,114.4,114.4,112.64,34577685,3894782824.0,106022,5059286,14.63,5,2018,3878463667.5,8.693586698337308,Bull run
260,NCC,EQ,2018-05-25,114.4,116.0,120.2,115.3,119.1,118.9,118.27,23017122,2722335871.3,91714,4192473,18.21,5,2018,2724460007.4,3.9335664335664378,Among top gainers
261,NCC,EQ,2018-05-28,118.9,119.1,119.9,116.4,117.75,117.8,117.8,6339874,746837432.9,31035,1771582,27.94,5,2018,754022347.7333333,-0.925147182506314,Slight negative
262,NCC,EQ,2018-05-29,117.8,117.0,122.75,116.0,121.65,122.0,120.52,9277402,1118107654.15,39010,1245882,13.43,5,2018,1118700057.8333333,3.5653650254668934,Among top gainers
263,NCC,EQ,2018-05-30,122.0,120.05,122.6,120.0,120.95,121.15,121.31,5395293,654529675.25,20673,944994,17.52,5,2018,654269197.8,-0.6967213114754012,Slight negative
264,NCC,EQ,2018-05-31,121.15,121.5,122.1,118.7,120.8,119.95,120.15,8480757,1018925810.4,32471,3342603,39.41,5,2018,1027726402.45,-0.9905076351630182,Slight negative
265,NCC,EQ,2018-06-01,119.95,121.2,125.5,119.2,119.95,120.1,122.28,15207019,1859499216.15,57183,3804745,25.02,6,2018,1859311523.0666664,0.12505210504376585,Slight or No change
266,NCC,EQ,2018-06-04,120.1,121.0,121.25,113.7,114.95,114.9,116.34,6791503,790156146.35,35359,1129279,16.63,6,2018,808528432.15,-4.329725228975844,Among top losers
267,NCC,EQ,2018-06-05,114.9,114.0,115.6,107.25,109.3,109.25,110.02,12704783,1397820235.3,57487,2767028,21.78,6,2018,1435005239.8500001,-4.917319408181031,Among top losers
268,NCC,EQ,2018-06-06,109.25,108.7,110.75,103.5,107.9,107.05,106.26,23106731,2455287018.2,94015,8042385,34.81,6,2018,2514782557.1666665,-2.013729977116707,Negative
269,NCC,EQ,2018-06-07,107.05,108.5,111.9,108.5,110.1,110.1,110.4,11081973,1223416829.9,39471,3161927,28.53,6,2018,1220864025.5,2.849135917795431,Positive
270,NCC,EQ,2018-06-08,110.1,109.9,111.8,108.3,110.4,110.6,110.21,5683669,626400737.8,27241,921590,16.21,6,2018,629561069.5666666,0.4541326067211582,Slight or No change
271,NCC,EQ,2018-06-11,110.6,111.4,114.0,110.2,112.6,112.5,112.32,6614547,742974253.35,38472,1091983,16.51,6,2018,745018477.0999999,1.7179023508137492,Positive
272,NCC,EQ,2018-06-12,112.5,113.25,114.5,111.85,112.85,112.85,113.22,6085488,688994831.85,26817,881111,14.48,6,2018,690905737.6,0.31111111111110645,Slight or No change
273,NCC,EQ,2018-06-13,112.85,113.6,114.15,107.7,108.65,108.5,110.77,7789316,862851238.85,36063,2345581,30.11,6,2018,873052501.6666666,-3.8546743464776156,Among top losers
274,NCC,EQ,2018-06-14,108.5,107.65,109.4,105.85,107.75,107.9,107.88,10065563,1085894080.0,39042,3595345,35.72,6,2018,1090268232.2833335,-0.552995391705069,Slight negative
275,NCC,EQ,2018-06-15,107.9,108.45,109.2,105.75,107.0,107.15,107.4,4949640,531587092.85,25791,1290700,26.08,6,2018,535881024.0,-0.6950880444856367,Slight negative
276,NCC,EQ,2018-06-18,107.15,106.7,107.3,101.3,102.25,102.6,103.34,9690344,1001374492.55,42944,3090219,31.89,6,2018,1022654303.4666668,-4.24638357442838,Among top losers
277,NCC,EQ,2018-06-19,102.6,101.6,103.75,100.35,101.5,101.35,101.87,7399318,753738921.25,38912,1830941,24.74,6,2018,756456943.5333333,-1.2183235867446407,Negative
278,NCC,EQ,2018-06-20,101.35,102.4,103.6,101.3,102.8,103.0,102.65,4717144,484233300.75,24124,629157,13.34,6,2018,485865832.0,1.6280217069561065,Positive
279,NCC,EQ,2018-06-21,103.0,102.95,103.3,99.3,99.5,99.8,100.6,5502484,553530266.95,35773,1271270,23.1,6,2018,561345076.0666666,-3.106796116504862,Among top losers
280,NCC,EQ,2018-06-22,99.8,99.55,102.1,98.3,101.3,101.4,100.59,5137101,516737182.7,23512,561638,10.93,6,2018,518932819.3499999,1.603206412825653,Positive
281,NCC,EQ,2018-06-25,101.4,101.05,101.8,96.65,97.0,97.3,98.83,5884084,581543753.75,27219,1299605,22.09,6,2018,588702604.1999999,-4.043392504930976,Among top losers
282,NCC,EQ,2018-06-26,97.3,96.9,100.8,96.4,97.7,97.95,98.72,11075714,1093442610.55,51079,2850505,25.74,6,2018,1091511614.7,0.6680369989722656,Slight positive
283,NCC,EQ,2018-06-27,97.95,98.0,98.4,94.15,94.95,95.55,95.59,6441424,615716070.75,31491,1055317,16.38,6,2018,626857912.2666667,-2.450229709035223,Negative
284,NCC,EQ,2018-06-28,95.55,95.2,95.2,90.1,91.8,90.9,92.11,8031556,739803936.3,30544,1898496,23.64,6,2018,753092234.2666667,-4.866562009419139,Among top losers
285,NCC,EQ,2018-06-29,90.9,93.05,96.6,91.75,95.6,96.05,94.49,8116550,766914469.4,40112,2395701,29.52,6,2018,772966111.6666666,5.665566556655666,Among top gainers
286,NCC,EQ,2018-07-02,96.05,97.55,99.55,95.2,96.85,96.95,97.44,14249090,1388438768.2,62089,3535018,24.81,7,2018,1396648304.8333333,0.937011972930768,Slight positive
287,NCC,EQ,2018-07-03,96.95,98.95,101.35,97.5,99.1,98.7,99.57,20613192,2052417409.8,90649,3016047,14.63,7,2018,2054448136.0,1.8050541516245522,Positive
288,NCC,EQ,2018-07-04,98.7,98.8,98.95,95.3,96.5,96.7,96.74,6429177,621932482.1,28642,822215,12.79,7,2018,631023722.55,-2.0263424518743633,Negative
289,NCC,EQ,2018-07-05,96.7,96.6,96.6,94.0,94.8,94.65,95.07,4986459,474082931.1,21523,646893,12.97,7,2018,478450741.05,-2.119958634953456,Negative
290,NCC,EQ,2018-07-06,94.65,94.6,97.7,94.05,96.2,96.25,96.31,5891229,567395793.7,29901,1038273,17.62,7,2018,566638042.65,1.6904384574748965,Positive
291,NCC,EQ,2018-07-09,96.25,96.6,98.35,96.35,97.25,97.4,97.47,3777870,368222259.55,17728,665724,17.62,7,2018,368153431.5,1.194805194805193,Positive
292,NCC,EQ,2018-07-10,97.4,98.05,99.55,97.8,99.1,99.1,98.93,5785431,572357861.55,22256,1696938,29.33,7,2018,572179125.9,1.7453798767967044,Positive
293,NCC,EQ,2018-07-11,99.1,99.45,101.5,98.6,99.45,99.55,100.05,8824793,882927655.3,51164,1611781,18.26,7,2018,883950098.8333334,0.4540867810292726,Slight or No change
